sn_name,filter_band,A,f,t0,t_rise,t_fall,gamma,A_err,f_err,t0_err,t_rise_err,t_fall_err,gamma_err,A_mc_std,f_mc_std,t0_mc_std,t_rise_mc_std,t_fall_mc_std,gamma_mc_std,rms,mad,median_relative_error_pct,n_points,time_span,sn_type
ZTF18aazgrfl,g,2.7307190348674064e-08,0.3142061335904497,15.290669255317932,10.926963612875475,63.84607437587304,68.31998383985848,8.381685553866636e-09,0.2140550769850669,37.409904507136936,3.10930481881122,15.033749190869072,26.11909093953069,8.381685553866636e-09,0.2140550769850669,37.409904507136936,3.10930481881122,15.033749190869072,26.11909093953069,1.8935192144051006e-09,7.671993672750112e-10,7.08377239234196,12,171.2479999999996,SLSN-I
ZTF18aazgrfl,r,2.9094733095594882e-08,0.3222945320170313,22.193070340679327,17.044637267873885,82.14190357444495,57.29900002045956,1.1770236082328537e-08,0.1837719412989246,30.552251919715893,4.022600458031481,12.800804293637706,27.721049487972763,1.1770236082328537e-08,0.1837719412989246,30.552251919715893,4.022600458031481,12.800804293637706,27.721049487972763,2.0436989470224645e-09,1.1005841336295398e-09,6.710050220674449,14,171.3770000000004,SLSN-I
