###################### HEADER ######################
# SNNAME:	ZTF19acxmfay
###################### HEADER ######################

# FILTER g
#        MJD  MAG  MAGERR  Upperlimit  Instrument  Telescope  Source
	58830.568	17.577	0.056	F	nan	nan	nan
	58850.562	19.897	nan	T	nan	nan	nan
	58853.541	19.521	0.149	F	nan	nan	nan

# FILTER r
#        MJD  MAG  MAGERR  Upperlimit  Instrument  Telescope  Source
	58836.519	17.651	0.042	F	nan	nan	nan
	58850.505	18.372	0.065	F	nan	nan	nan
